datetime;username;content;id;sentiment;annotator;annotation_id;created_at;updated_at;lead_time
31/10/2022 14:31;convomfs;ternyata ada yang sampe kayak gitu.. bingung banget, aku senolep itukah sampe gatau ada hal kayak gini?... pantes aja temenku bilang aku terlalu polos;7472;N;1;7472;01/11/2022 14:07;01/11/2022 14:07;3977
31/10/2022 14:35;convomfs;🤍 klian kesel gksih mau liat trending yg muncul beginia smw😇😇🫵🏻🫵🏻 https://t.co/5Bs6hDlj9b;7470;N;1;7470;01/11/2022 14:07;01/11/2022 14:07;5723
31/10/2022 14:40;convomfs;"💭 abang nya ga main main kasih keriuk tahu 😍😍

&lt;tahu nya beda plastik&gt; https://t.co/RBeUadfEPN";7469;N;1;7469;01/11/2022 14:07;01/11/2022 14:07;23055
31/10/2022 14:40;convomfs;"CW // harsh words kata kasar 

Pedeef banget ga tuh😭 💭 https://t.co/1OZKkavYwh";7468;N;1;7468;01/11/2022 14:07;01/11/2022 14:07;2928
31/10/2022 14:50;convomfs;🤍 semangatin sender dong sender lagi sekolah lemes bgt :(;7466;N;1;7466;01/11/2022 14:06;01/11/2022 14:06;477
31/10/2022 15:00;convomfs;🤍 kalo bias kalian diambil temen, kalian gimana? bener2 dia kek sengaja banget manas2in kalian;7461;N;1;7461;01/11/2022 14:06;01/11/2022 14:06;5612
31/10/2022 15:20;convomfs;🤍 pas daring ngehindarin tugas video, skrng pas ptm ngehindarin tugas kelompok😵‍💫;7454;N;1;7454;01/11/2022 14:05;01/11/2022 14:05;2136
31/10/2022 15:25;convomfs;🤍 gue hri ini ultah kn yh *ucapin dnk* maw mnta rekomendasi hrus order minuman ap gt yh sbgai kedok self reward krna bs smpe umur sgni, ap gais kasi sy saran🤌🏼;7451;N;1;7451;01/11/2022 14:05;01/11/2022 14:05;6685
31/10/2022 15:43;convomfs;💭 gimana ya, crush aku cuekin aku seharian terus aku cuekin balik 2 hari, pas aku balas dia gak balas lagi😭;7445;N;1;7445;01/11/2022 14:04;01/11/2022 14:04;3111
31/10/2022 15:45;convomfs;🤍 sedih banget pacarku gak bales chat udah berjam jam padahal kita lagi ngomong serius. aku gak tenang banget sementara dia on mulu di ig... pikiranku jadi kemana-mana.;7443;N;1;7443;01/11/2022 14:04;01/11/2022 14:04;3775
31/10/2022 15:50;convomfs;I think I’ve seen this film before, 🤍 https://t.co/8on1Z8BsWj;7440;N;1;7440;01/11/2022 14:04;01/11/2022 14:04;2613
31/10/2022 15:50;convomfs;"💭 COWOK KALAU PEKA NYEBELIN BET DAH YA, ini kemarin gebetan gua ngintrogasinya kek org yg ngegodain, mana sambil ditatap 🙃
—titipan https://t.co/6oP55C6TJB";7439;N;1;7439;01/11/2022 14:04;01/11/2022 14:04;3555
31/10/2022 15:55;convomfs;💭 crush aku suka sama temen aku😔😔 ini aku harus mundur atau enggak?;7438;N;1;7438;01/11/2022 14:04;01/11/2022 14:04;3476
31/10/2022 16:00;convomfs;🤍 kalo masih cemburu does that mean i havent moved on yet 😞;7436;N;1;7436;01/11/2022 14:03;01/11/2022 14:03;3359
31/10/2022 16:00;convomfs;🤍 gapernah ngerasa dibanggain sama pacar, sedih ga si? apa gue yg salah pilih kali ya;7435;N;1;7435;01/11/2022 14:03;01/11/2022 14:03;4518
31/10/2022 16:05;convomfs;"🤍 tw // mention of cheating , selingkuh

katanya kalau punya pacar atau lagi ada hubungan romantis dengan seseorang dan ngechat lawan jenis, itu termasuk selingkuh. kalau misalnya ngechat kayak pamerin ke romantisan atau ngechat lawan jenis bilang ""pacarku lucu banget"" (cont)";7434;N;1;7434;01/11/2022 14:03;01/11/2022 14:03;3746
31/10/2022 16:20;convomfs;🤍 hari ini seneng gak?;7426;N;1;7426;01/11/2022 13:49;01/11/2022 13:49;2731
31/10/2022 16:25;convomfs;NGABARIN DIA. 😭😭😭 Sebenernya di grup ada yang ngabarin kalo web udah bisa, tapi masalahnya dia arsip kontak lain, gatau si grup iya juga atau ngga. Tapi tapi kalo ternyata dia beneran jadi ga ngerjain ujian dan harus susulan karena ga aku kabarin gimana dongggg, kan (cont);7421;N;1;7421;01/11/2022 13:48;01/11/2022 13:48;64111
31/10/2022 16:30;convomfs;🤍 tugas bisa berhenti ngejar gue gak? gue sukanya cowo kipop bukan lu;7419;N;1;7419;01/11/2022 13:47;01/11/2022 13:47;6066
31/10/2022 16:30;convomfs;💭 di hari senin knp ya aku sial trs 🥺;7418;N;1;7418;01/11/2022 13:47;01/11/2022 13:47;366
31/10/2022 16:30;convomfs;💭 ini keknya gara2 pada mau downgrad3 apk g0jek supaya bs combo voc goput udh didenger pihak g0jeknya deh wkwkwk, supaya rata udh ke update semua. btw ini versi yg 4.50.0 https://t.co/mZIM1F4XCm;7417;N;1;7417;01/11/2022 13:47;01/11/2022 13:47;6665
31/10/2022 16:35;convomfs;🤍 skrg aku udah 20 thn tapi masih ttp jatuh cinta yg paling berkesan buat aku tuh pas SD. telponan ketawa-ketiwi, main bareng seru2an, nunggu hari esok tuh excited bgt, ngobrol random bisa ttp ketawa. skrg pdkt sama cowok hambar terus gitu2 aja. aneh gak sih? aneh kan ya? 🥲;7416;N;1;7416;01/11/2022 13:47;01/11/2022 13:47;4606
31/10/2022 16:45;convomfs;💭 KAK RAHMAT GUE UDA BBRPA BULAN HAVE A CRUSH ON U, TPI GUE BRU TAU KLO TRNYTA LO UDA PUNYA CEWE;7411;N;1;7411;01/11/2022 13:46;01/11/2022 13:46;4688
31/10/2022 16:50;convomfs;💭 aku mulai mau buka hati buat orang yang lagi deketin aku, aku gak tau dia bakal confess atau gimana tapi semoga ada sesuatu yang baik buat kita berdua😃;7409;N;1;7409;01/11/2022 13:46;01/11/2022 13:46;766024
31/10/2022 17:00;convomfs;🤍 emang kompetitif bgt bpk sy https://t.co/9bokn3A3qr;7405;N;1;7405;01/11/2022 13:32;01/11/2022 13:32;4239
31/10/2022 17:05;convomfs;🤍 suka sama cowo pinter, tapi pas udah dapet malah insecure karena saya ngang ngong :((;7404;N;1;7404;01/11/2022 13:32;01/11/2022 13:32;218
31/10/2022 17:05;convomfs;🤍 gue kesel bgt sm org kek gini asli https://t.co/S6gDxNDR7L;7403;N;1;7403;01/11/2022 13:32;01/11/2022 13:32;1802
31/10/2022 17:10;convomfs;"💭 sender hari ini ketemu crush dari pagi sampe sore, terus kita ngobrol sjshskaj &gt;____&lt;";7402;N;1;7402;01/11/2022 13:32;01/11/2022 13:32;4032
31/10/2022 17:10;convomfs;💭 bagi au angst, yang sad bangett dong😔 aku lagi pengen nangis tapi kehabisan stock au;7401;N;1;7401;01/11/2022 13:32;01/11/2022 13:32;4579
31/10/2022 17:15;convomfs;💭 hidupku kok makin hari makin flat aja ya, gak semangat ngapa ngapain gak punya ambisi gak enak hati terus makanya tiap hari bawaannya cape terus lagi gak ngapa ngapain juga berasa cape 😔😔;7399;N;1;7399;01/11/2022 13:32;01/11/2022 13:32;55244
31/10/2022 17:20;convomfs;🤍 capek bgt packing barang sendirii mau pindah kos:));7397;N;1;7397;01/11/2022 13:31;01/11/2022 13:31;3622
31/10/2022 17:25;convomfs;🤍 duit jajan aku abis 😭😭;7394;N;1;7394;01/11/2022 13:31;01/11/2022 13:31;2443
31/10/2022 17:35;convomfs;"🤍 please normalize beli kue ultah buat diri sendiri ;'
Tadi pas aku beli kue mbaknya senyum² terus dan pas aku keluar toko mbaknya ketawa sama temennya, gatau itu senyum ramah apa senyum ngejek dan ngetawain aku yg beli kue hbd to me ;'";7389;N;1;7389;01/11/2022 13:30;01/11/2022 13:30;612
31/10/2022 17:35;convomfs;🤍 Ya Allah Masa Sekolah Gw Ada Razia Isi Hp;7388;N;1;7388;01/11/2022 13:30;01/11/2022 13:30;4397
31/10/2022 17:50;convomfs;🤍 pengguna hp xiaomi, tunjukkin font hp mu yg lucu itu!;7381;N;1;7381;01/11/2022 13:28;01/11/2022 13:28;7153
31/10/2022 17:55;convomfs;sender lg sakit (gk boleh makan pedes) enaknya makan ap yh😔 💭;7380;N;1;7380;01/11/2022 13:28;01/11/2022 13:28;39888
31/10/2022 17:55;convomfs;💭 Gara-gara namaku, aku sering dikira cowok. Tapi kali ini biarin aja dah dipanggil mas, aku capeeeek. https://t.co/VKjsYEK5zA;7379;N;1;7379;01/11/2022 13:27;01/11/2022 13:27;45544
31/10/2022 17:55;convomfs;💭 ahmad kata gweh lw mending diem aj dh https://t.co/OjMTYqzw8x;7378;N;1;7378;01/11/2022 13:26;01/11/2022 13:26;2392
31/10/2022 18:05;convomfs;💭 padahal udah di sadarin sama story nya yang ngebucin sama cewe lain, tapi tetep aja ngecrushin;7372;N;1;7372;01/11/2022 13:24;01/11/2022 13:24;8672
31/10/2022 18:10;convomfs;💭 padahal ngetik begini doang tapi harus ngumpulin nyali dulu🙂 https://t.co/m9oM465MIR;7369;N;1;7369;01/11/2022 13:24;01/11/2022 13:24;2289
31/10/2022 18:10;convomfs;🤍 emaknya rafatar cantik banget pas kecil https://t.co/XD0ukbx86e;7367;N;1;7367;01/11/2022 13:24;01/11/2022 13:24;3172
31/10/2022 18:10;convomfs;🤍 ngaji sambil mam permen https://t.co/wWPDfo5LlA;7366;N;1;7366;01/11/2022 13:24;01/11/2022 13:24;2876
31/10/2022 18:25;convomfs;🤍 please serem, tadi jam 1 malem keponakan aku yang masi tk keluar sendiri dari rumah, dan diem berdiri di teras, abis itu dia gedor gedor pintu, tapi pas ditanya gak jawab malah diem aja akhirnya sama kakak aku dibawa lagi ke dalem 😭;7360;N;1;7360;01/11/2022 13:23;01/11/2022 13:23;5324
31/10/2022 18:35;convomfs;💭 masih ada aja ya orang yang begini https://t.co/ohtWfg2F8b;7354;N;1;7354;01/11/2022 13:22;01/11/2022 13:22;2418
31/10/2022 18:40;convomfs;"💭 cara melupakan cowok/cewek kpop: ""kerja atau menyibukkan diri"" true or false guyss 😔";7352;N;1;7352;01/11/2022 13:21;01/11/2022 13:21;73
31/10/2022 18:45;convomfs;🤍 kadang suka mikir, apa aku ga pantes punya temen ya? rasanya selalu gagal dalam pertemanan;7350;N;1;7350;01/11/2022 13:08;01/11/2022 13:08;725
31/10/2022 18:45;convomfs;Wkwkwkwk 300k/bulan demi centang biru 🤍 https://t.co/UU5YWR0tTw;7348;N;1;7348;01/11/2022 13:08;01/11/2022 13:08;865
31/10/2022 18:50;convomfs;"🤍 Panik tiap kamu up story, 
Takut isinya bikin nyesek. Wkwkwkw";7345;N;1;7345;01/11/2022 13:08;01/11/2022 13:08;2625
31/10/2022 18:50;convomfs;"🤍 cw // death
Cw // Itaewon

Td aku nyerita ke mamah tentang berita Ita3won sama 1ndia, katanya karena ini bulan mulud jd banyak berita yg ga enak ya? Katanya kalo bulan mulud jgn kemana2, tp wallahualam k3mati4n hanya Tuhan yg tahu🙏";7344;N;1;7344;01/11/2022 13:07;01/11/2022 13:07;68524
31/10/2022 18:55;convomfs;💭 yaallah baru sadar ternyata bibir gue gak simetris😭 nyesel tidur miring mulu😭;7343;N;1;7343;01/11/2022 13:06;01/11/2022 13:06;3091
31/10/2022 19:05;convomfs;🤍 [langsung speechless] 😞 https://t.co/d6MLwnYpkT;7339;N;1;7339;01/11/2022 13:06;01/11/2022 13:06;2275
31/10/2022 19:15;convomfs;💭 i don't wanna d1e, i sometime wish i never been born at all;7333;N;1;7333;01/11/2022 13:03;01/11/2022 13:03;3009
31/10/2022 19:20;convomfs;💭 SPILL + dan - Wifi kalian dong, pengen pasang wifi dirumah tapi mau cari referensi duli https://t.co/Ob3kKguqln;7331;N;1;7331;01/11/2022 13:02;01/11/2022 13:02;3774
31/10/2022 19:30;convomfs;🤍 Bitt3rsweet colab sama Vas3line bentuknya gemes banget woyy syg banget kalau dimakan😭 https://t.co/Rfwv6ayIjf;7327;N;1;7327;01/11/2022 13:02;01/11/2022 13:02;3877
31/10/2022 19:40;convomfs;🤍 mama bilang ke aku kalau didikan dia selama ini ga masuk ke aku, males. Aku belajar susah payah, dapat beasiswa dari sekolah, tapi masih di anggap gabisa apa², aku harus jadi apa buat banggain mama wkwk, Kakak ku skrng jadi pengangguran tp di rumah di jadiin raja (cont);7326;N;1;7326;01/11/2022 13:02;01/11/2022 13:02;42173
31/10/2022 19:40;convomfs;aowkoakwowk adek ku selalu di manja, bingung sampe skrng aku kurang nya apa hahaha, kurang bisa jadi sumber duit kah.;7325;N;1;7325;01/11/2022 13:01;01/11/2022 13:01;17081
31/10/2022 19:40;convomfs;cowo paling ngeselin sedunia alam semesta dikelas gwehj tadi puk pukin gwehj pas sakit kepala ALIAS WOWWWW NI COWO KSURUPAN JIN BAIK YACHHH 💭;7324;N;1;7324;01/11/2022 13:01;01/11/2022 13:01;3943
31/10/2022 19:45;convomfs;🤍 hmm curiga punya cwo spek hilmy https://t.co/3ygDIQ8vUc;7320;N;1;7320;01/11/2022 13:00;01/11/2022 13:00;4571
31/10/2022 19:50;convomfs;💭 waktu berlalu cepat sekali kecuali saat nunggu 3 menit di jam 19.47 pas mau ngirim menfess :D;7319;N;1;7319;01/11/2022 13:00;01/11/2022 13:00;76623
31/10/2022 19:50;convomfs;💭 akhirnya aku jadi princess https://t.co/TulgbA8M5s;7318;N;1;7318;01/11/2022 12:59;01/11/2022 12:59;6231
31/10/2022 19:55;convomfs;🤍 unlabeled and rant ayo mutualan;7315;N;1;7315;01/11/2022 12:59;01/11/2022 12:59;3024
31/10/2022 20:10;convomfs;🤍 gapapa kok ngeluh, tp kalo emg gakuat ceritain aja ya jangan dipendem sndiri :);7309;N;1;7309;01/11/2022 12:58;01/11/2022 12:58;16252
31/10/2022 20:10;convomfs;Ayo cerita yaa, soalnya sender lg di posisi ini. Baru putus minggu lalu tapi tetep ngehubungin mantan buat balikan😭 💭 https://t.co/XMaQdkQexb;7308;N;1;7308;01/11/2022 12:57;01/11/2022 12:57;13899
31/10/2022 20:15;convomfs;💭 i love him, but....;7306;N;1;7306;01/11/2022 12:57;01/11/2022 12:57;23513
31/10/2022 20:15;convomfs;💭 ini yg nyiptain tugas kelompok siapa sih;7305;N;1;7305;01/11/2022 12:57;01/11/2022 12:57;3973
31/10/2022 20:20;convomfs;"ring.. ring.. ☎️💥 do you mind to be my friends⁉️ a little information about me: {1} i’m a rp writer {2} TAALKSS A LOT! pleathe drop a topic or a simple hi below 0___&lt; 🤍";7302;N;1;7302;01/11/2022 12:56;01/11/2022 12:56;5969
31/10/2022 20:20;convomfs;"🤍 kalau peluangnya
5% diizinin nonton konser
95% ga diizinin n diceramahin abcdxyz 

Mending ttp nyoba izin atau yaudah terima ga usah nonton?:( TP PGN NONTON😭😭😭 all akomodasi+tiket bisa pake uang sendiri, jgn saranin ga usah izin soalnya ak dr luar jkt + takud knp2:(";7301;N;1;7301;01/11/2022 12:56;01/11/2022 12:56;149811
31/10/2022 20:20;convomfs;"japan/anime songs, &amp; lagu lawas Indonesia. Please leave a trace with your TMI or question to summon me. I'm already legal and use him as my pfp.

See you!";7299;N;1;7299;01/11/2022 12:54;01/11/2022 12:54;12732
31/10/2022 20:30;convomfs;💭 dibanding selalu nangis, nyalahin keadaan dan kecewa sama diri sendiri karena penyakitan, aku sekarang lebih milih minta di kuatin, di kasih keikhlasan thp semua yg aku laluin. dan alhamdulillah semuanya jadi terasa ringan☺️;7293;N;1;7293;01/11/2022 12:53;01/11/2022 12:53;16152
31/10/2022 20:40;convomfs;💭 guys cara biar jadi orang sabar gimana yahhh;7290;N;1;7290;01/11/2022 12:53;01/11/2022 12:53;3488
31/10/2022 20:55;convomfs;Instagram tiba2 dinonaktifkan sementara, trs suruh masukin kode yg dikirim ke email sama hp. abis masukin ngga ada notif apa2 malah cuma muter2 doang di halaman itu. apa bisa diaktifin lagi? 🤍;7280;N;1;7280;01/11/2022 12:50;01/11/2022 12:50;10492
31/10/2022 21:00;convomfs;"💭 ini instagram lagi bersih"" apa gimana sih, yang ga ngapa""in jadi overthinking anjir";7278;N;1;7278;01/11/2022 12:50;01/11/2022 12:50;5523
31/10/2022 21:00;convomfs;"🤍 akhir okt gini bgt, liat crush foto sm cewe lain + masukin story dan judul laguny ""lover""";7277;N;1;7277;01/11/2022 12:50;01/11/2022 12:50;181055
31/10/2022 21:05;convomfs;💭 hari ini sender ultah dan udah mau ganti hari masih gaada yang ucapin sender, balon balon pas buka accpun gaada, gkpapa sih tapi agk sedih dikit, segini 🤏🏻 hehehe;7275;N;1;7275;01/11/2022 12:47;01/11/2022 12:47;6679
31/10/2022 21:10;convomfs;🤍 Kalo diinget agak sedih dikit sksk https://t.co/TYJilPwPjj;7270;N;1;7270;01/11/2022 12:45;01/11/2022 12:45;2685
31/10/2022 21:20;convomfs;"💭 cw tw // 18+ 21+ Alkohol Alcohol 

Sebelumnya im sorry for asking. Buat yang udah cukup umur (legal) do any of you have alcohol recommendations for beginner? btw, aku udah diizinin ortu buat minum.  (titipan)";7268;N;1;7268;01/11/2022 12:45;01/11/2022 12:45;46
31/10/2022 21:20;convomfs;💭 sffh mwu mwtwlan sama akun rant brisik👆🏼👆🏼👆🏼;7267;N;1;7267;01/11/2022 12:45;01/11/2022 12:45;5137
31/10/2022 21:30;convomfs;💭 Oktober sucks;7264;N;1;7264;01/11/2022 12:44;01/11/2022 12:44;2502
31/10/2022 21:30;convomfs;💭 hmm hmm hmm https://t.co/gYmwMYGHtB;7261;N;1;7261;01/11/2022 12:44;01/11/2022 12:44;2264
31/10/2022 21:35;convomfs;💭 busett ini indihome kenapa lagi deh! faghhh;7260;N;1;7260;01/11/2022 12:44;01/11/2022 12:44;2081
31/10/2022 21:35;convomfs;🤍 ini wa cowoku, dia ngomong gt dgn kondisi aku kmrn pake baju kemeja sm rok panjang karna mamahku meninggal, jd aku ga mikirin baju aku gmna dan make yg gampang aja, mungkin aku keliatan berisi. sedih si, mungkin niatnya ngehibur aku yg baru sehari ditinggal mamah, cuma (cont);7259;N;1;7259;01/11/2022 12:44;01/11/2022 12:44;3454
31/10/2022 21:35;convomfs;🤍 Walau hidup kadang tak adil;7258;N;1;7258;01/11/2022 12:44;01/11/2022 12:44;2629
31/10/2022 21:45;convomfs;💭 Hloe guise, crush aku wibu, aku kpopers. Bye dulu oppa korea, ak mw pacaran sama cwok enimku. Tlg dong gais, kiat2 mnjdi cewek enim🙏🏻🙏🏻🙏🏻;7253;N;1;7253;01/11/2022 12:43;01/11/2022 12:43;5637
31/10/2022 21:45;convomfs;"💭 Sender join kepanitiaan trs tdi pas lgi encok²nya ngurus, tetiba ad kk panitia TAMVAN sender bru liat sih,dia jrng berkontribusi yh? tdi dia brdiri di dpn sender sngat pelukable pen back hug smbl blng ""Kok bru keliatan kakak tamvan?"" maybe di jwb ""iyhsoalnya bru nyadar ad kmu""";7252;N;1;7252;01/11/2022 12:42;01/11/2022 12:42;49957
31/10/2022 21:50;convomfs;💭 udahan belum sih ini acara kue sus nya? 😭 takut banget mau tidur jadi was was;7251;N;1;7251;01/11/2022 12:42;01/11/2022 12:42;5179
31/10/2022 21:50;convomfs;🤍 say you love me :(;7248;N;1;7248;01/11/2022 12:41;01/11/2022 12:41;2433
31/10/2022 21:55;convomfs;💭 pap chat terandom kalian sama doi dong xixi;7244;N;1;7244;01/11/2022 12:41;01/11/2022 12:41;358
31/10/2022 22:10;convomfs;💭 ga ada basa-basi salam kenal asal nanya gue siapa, lha dia siapa ngechat gue 😭😭😭 https://t.co/HpCSbD26pm;7237;N;1;7237;01/11/2022 12:40;01/11/2022 12:40;2074
31/10/2022 22:15;convomfs;💭 tugas kelompok itu harus dihapuskan, PUNYA ANGGOTA KELOMPOK BEBAN BANGET TAIII;7236;N;1;7236;01/11/2022 12:40;01/11/2022 12:40;2393
31/10/2022 22:15;convomfs;🤍 mager bgt;7235;N;1;7235;01/11/2022 12:40;01/11/2022 12:40;1972
31/10/2022 22:20;convomfs;Leaked barunya Samsung S23 series. Belakangnya polos banget 😮 🤍 https://t.co/IsR3xXed3j;7232;N;1;7232;01/11/2022 12:40;01/11/2022 12:40;3749
31/10/2022 22:25;convomfs;darlin' your love language is blocked me, right? 🤍;7229;N;1;7229;01/11/2022 12:39;01/11/2022 12:39;3275
31/10/2022 22:25;convomfs;🤍 icad siapa? temen sender sering bkin status ginian orang terkenal kah? sender kaya baru keluar goa https://t.co/tho79oXkia;7227;N;1;7227;01/11/2022 12:39;01/11/2022 12:39;4293
31/10/2022 22:25;convomfs;ternyata selama ini aku main sama cowok org, karena dia ga ngasih tau klo udh punya pacar. setelah aku cerita ke ceweknya, aku malah dikasiani dia dan dia ngomong gini. aku jadi gatega, tapi aku sedih bgt juga seperti hilang arah. aku kudu gimana ya? 💭 titipan https://t.co/r9C4Jm8fXW;7226;N;1;7226;01/11/2022 12:39;01/11/2022 12:39;4568
31/10/2022 22:30;convomfs;🤍 aku baru ngetik terus send chat temenku online terus pas kekirim 22.27 terus centang 1 last seennya temenku 22.27, terus aku hapus chat dia on, berarti gak mau dichat ya;7225;N;1;7225;01/11/2022 12:39;01/11/2022 12:39;35534
31/10/2022 22:35;convomfs;🤍 aku curiga dia kalo malem telponan sama yg lain, aku telpon aja kali ya buat mastiin?;7223;N;1;7223;01/11/2022 12:38;01/11/2022 12:38;3782
31/10/2022 22:35;convomfs;🤍 buat anak kos ini boros dan hemat at the same time, hikss dilema y/n? https://t.co/PpoX4TnzZV;7221;N;1;7221;01/11/2022 12:38;01/11/2022 12:38;19609
31/10/2022 22:40;convomfs;🤍 hi, i just broke up hehe;7218;N;1;7218;01/11/2022 12:37;01/11/2022 12:37;47004
31/10/2022 22:40;convomfs;"💭 sender lagi PMS parah sama telat. Tp tipe people pleaser. Badmood nya di teken dalem2. Boleh mnta semangat kalian ga? Cape bgt rasanya, pengen nangis mulu. Sesek

Cr : h1 by3 m4m4 https://t.co/HPHlYK7NZC";7217;N;1;7217;01/11/2022 12:36;01/11/2022 12:36;5005
31/10/2022 22:45;convomfs;💭 guys sayap kenapa punya ayam tebrang bisa ga tapi??? terus kalian kalau kejedot galon nangis ga?;7216;N;1;7216;01/11/2022 12:36;01/11/2022 12:36;74282
31/10/2022 22:50;convomfs;"💭 TW // mentioning mental illness

sender cape bgt udah setahun lebih berobat tapi sampe sekarang rasanya belum nemuin obat yang bener2 pas bisa diminum jangka panjang ato ga ngurangin dosis😞 masih coba2 terus, efeknya juga macem2, dan masih sering cemas. kalo pengalaman (cont)";7214;N;1;7214;01/11/2022 12:35;01/11/2022 12:35;3837
31/10/2022 23:10;convomfs;🤍 kenapa ortuku jadi toxic gini sihh, yg satunya selingkuh yg satunya chat2 mulu sm suami orang😭 mau nangis aku liatnya tp gabisa apa2 mnaa lagi skripsian 😭 pgn minggat rasanya kalo dah punya kerjaan;7206;N;1;7206;01/11/2022 12:34;01/11/2022 12:34;3894
31/10/2022 23:10;convomfs;🤍 cepet banget udah november, kalian ngerasa taun ini cepet banget ga si?;7204;N;1;7204;01/11/2022 12:33;01/11/2022 12:33;3096
31/10/2022 23:15;convomfs;💭 kesel banget ga si kalo buka trending twitter tapi isi nya ga sesuai;7203;N;1;7203;01/11/2022 12:33;01/11/2022 12:33;35378
31/10/2022 23:20;convomfs;💭 Lagi sedih tapi ga sempet nangis, cape bgt gue hari ini. Rencana nangisnya ditunda besok, tp pasti abis tidur lupa ma sedihnya. Yauda gitu aja curhatnya. Anw welcome novemberrr;7201;N;1;7201;01/11/2022 12:32;01/11/2022 12:32;6308
31/10/2022 23:25;convomfs;"💭 pernah gak sih lagi diem terus tiba tiba kepikiran ""do i like him that much?"" asdfghjklqwertyuiop ☹️☹️";7199;N;1;7199;01/11/2022 12:32;01/11/2022 12:32;6053
31/10/2022 23:30;convomfs;💭 ga punya pacar dan ga ada yang nyakitin. tapi tetep dengerin lagu galau brutal dispotify cung👆 https://t.co/t87B6pDn78;7197;N;1;7197;01/11/2022 12:32;01/11/2022 12:32;9019
31/10/2022 23:35;convomfs;💭 kalo cowok udh blg maaf aku butuh sendiri dlu dalam artian dia pgn sendiri dan ga mau berhubungan lg itu beneran ga si atau cuma alesan doang? 😢;7195;N;1;7195;01/11/2022 12:32;01/11/2022 12:32;87487
31/10/2022 23:40;convomfs;🤍 dibilang “beban dan ga menghasilkan” sama ibu sendiri… padahal ibuku tau aku sampe skrg berusaha sebisa aku, tp ya kalau blm ada yg mau nerima kerja aku bisa apa? aku berhak buat sedih kan?;7194;N;1;7194;01/11/2022 12:30;01/11/2022 12:30;26968
31/10/2022 23:40;convomfs;"💭 sender tdi bantuin tmn ngerjain tugas kuliahnya, trs agak nyesek pas dia ngomong ""lu ko bisa si ngerjain soal ini kan ini ada di pelajaran kuliah, ko lu ngerti, syg bgt lu pinter ga kuliah"". udah cmn mau crta itu aja";7193;N;1;7193;01/11/2022 12:30;01/11/2022 12:30;4948
31/10/2022 23:45;convomfs;🤍 adekku jam segini blg “kak, besok disuruh buat tabung dari karton” walaupun agak marah tapi ttp aku jwb “yaudah nanti titip mas kartonnya” dan tetap dikerjain. Untung tidak disuruh cangkok biji jambu km, kalau iy, dah aku obrak abrik isi rumah 😊;7192;N;1;7192;01/11/2022 12:30;01/11/2022 12:30;2937098
31/10/2022 23:50;convomfs;💭 kadang ngasih kesempatan kedua itu gaperlu, soalnya malah lebih disepelein;7189;N;1;7189;01/11/2022 11:40;01/11/2022 11:40;3927
01/11/2022 00:06;convomfs;"💭 ikan hiu makan tomat

 ya gak bisa lah, hiu kan ovovivivar";7184;N;1;7184;01/11/2022 11:38;01/11/2022 11:38;67114
01/11/2022 00:15;convomfs;🤍 guys tolongg bgt dong, marahin aku dong plss, ini aku kmrn beli pc (photocardd) bias ku, skrng jadi pengen beli lagiii😣😣 soalnya pc bias ku tuh aduhh lucu2 bgt ishhh, tapi aku gamau ngeluarin duit trs, nanti nyesel, tapi gmn yahh aduh pgn beli bgt😣😔☹️ tolong marahin (cont);7181;N;1;7181;01/11/2022 11:37;01/11/2022 11:37;7607
01/11/2022 00:15;convomfs;dongg AAAAAA;7180;N;1;7180;01/11/2022 11:37;01/11/2022 11:37;606
01/11/2022 00:15;convomfs;💭 kirain lagi kosong ternyata already have a crush. https://t.co/2Qox0BFJvm;7179;N;1;7179;01/11/2022 11:36;01/11/2022 11:36;5577
01/11/2022 00:20;convomfs;🤍 beberapa bulan lalu aku deket dan naksir sama orang tapi udah engga lagi, menurut kalian mending confess sekarang atau engga? biar lega aja sih aku mau lepasin beban-beban aku, kita juga udah ga pernah ngobrol lagi irl dan chat.. tapi kita satu departemen di kampus :/;7178;N;1;7178;01/11/2022 11:36;01/11/2022 11:36;5365
01/11/2022 00:55;convomfs;💭 gila kamar sama wc sender tiba2 semua lampu mati dan kipas juga mati, pas aku liat saklar lampunya turun dan colokan kipas juga lepas sendiri😟;7167;N;1;7167;01/11/2022 11:32;01/11/2022 11:32;11847
01/11/2022 01:05;convomfs;🤍 dari awal2 putus sebenernya aku masih sayangg banget, berharap kamu bisa berubah. Kangenn banget tapi yaudah mungkin kita emang ga jodoh;7164;N;1;7164;01/11/2022 11:32;01/11/2022 11:32;5175
01/11/2022 01:15;convomfs;💭 wajar ga pengen dipanggil cantik atau dibilang cantik sama pacar? sender dipanggil cantik sama pacar sender bisa diitung jari alias jarang bgt😔;7161;N;1;7161;01/11/2022 11:31;01/11/2022 11:31;4148
01/11/2022 01:20;convomfs;"🤍 yeah
i miss you https://t.co/lUJ8dyzoaN";7159;N;1;7159;01/11/2022 11:31;01/11/2022 11:31;3067
01/11/2022 01:36;convomfs;💭 and i'm letting go;7157;N;1;7157;01/11/2022 11:31;01/11/2022 11:31;3803
01/11/2022 01:53;convomfs;💭 when you love someone you're willing to learn about them and everything that excites them...;7154;N;1;7154;01/11/2022 11:31;01/11/2022 11:31;4386
