 content;sentiment
drama pertama w latar raja drama buat w akhir nnton utqu gua gak drama raja krna trllu bnyk istilah raja bikin w pusing drama buat w gak trllu pusing sma istilah krna alur gak trllu serius tco;C
beneran dah mending tugas individu grup begini gapapa banget dah banyak mah bocah kelas ku banyak kalau urus tugas ga serius canda mulu ampe kagak kelar kelar dah tuh tco hmpqynucit;C
sama kadrun inti jgn terlalu tanggepin serius aja entar ikut jd kok;C
serius sini rasain stop samsat carrefour wkwk;C
ahy ungkap tiga masalah serius ri demokrats ahy pimpin ubah berjuangbarengahy tco;C
waktu mode serius troll teman bangsat tco ttdkguenzw;C
deh buat kakak kudm klo serius kak;C
gqmoty hadirrr coba hadiah udah tahun gue gak pernah pesan jiwa toast serius tco wxptodjo;C
serius lihat dah;C
tanya serius cara bungkus gimana sih newwiee legoxtaynew tco guohp;C
lho cari anak buah si oneng hehehe;C
kalo punya kucing aku gk benar laku mama tp coba masalah kamu lebih jaga sama hati hati sama kondisi kucing mama;C
hati hati;C
ajar nolak jgn takut sama siapa sama guru ppl;C
adek gua lebih nder kalo pasang behel makan hati hati banget dulu adek gua kalo makan apel gaboleh langsung gigit takut bracketnya nyangkut;C
hati mungkin selimut kelabu dingin panjang panjang jalan kenang singgah hati hati ayam enak makan jangan banyak kayak apa sih punya sendiri kan;C
mngerikan hati hati;C
jalan sayang planrathavit tco;C
deket hoon hyung ikut ngebughati hati tco xafjum;C
kavin nnti pas hati hati pulang yh;C
minum gelas kalau lepas pecah cinta hati selalu ikhlas cinta buta makan hati;C
hati hati jangan silap langkah;C
kadang mikirin aja udah bikin nang bangga banget sama koko rantau satu juang ga mudah nekat pergi jauh negeri orang kalo sampe nyakitin awas aje;C
hey u urat kenceng awas ledak;C
lee awas ye tandain luuu tco;C
iya disimpen awas kalo jadi pengganjel lemari;C
dik awas nyamuk masuk;C
awas aja kalo besok beneran jadi malem trs ngapain td nyamperin ambil ktp guwehhh;C
awas bang jali;C
ntar ganti pas irun update wkwk awas aja lama ilhoon;C
rokok mahal banget anying beli berapa cokelat nyesel nawarin ram marlboro awas u man pelit ma gua esse u gua ganti marlboro kane kan;C
nonton kece jagain ponakan kembar nih nder tp awas jgn kenceng volume tar km budeg tco jrnjudo;C
     joanna;C
awas kangen;C
ga bs nonton berak;C
awas terkam loh po gqmoty tco;C
awas aja ntar sifat plek ketiplek bapak wkwk;C
sakit nih tamira sama zack beneran sakit jiwa sampe gak penjara tahun awas aja lo anjirrr sakit lo;C
ih eyan awas surup;C
awas lo kalo sampe ngide bikin stage buat jet musuh aku hapus semua foto galeri tco;C
hduh awas sruduk banteng merah;C
yayyy awas galau pulang;C
?? halo, kalo line bisa nerima pesan tapi ga bisa kirim pesan itu kenapa ya? jadi di kita itu kekirim, tapi orang yang kita kirimi chat gabisa liat (chat kita ga kekirim);C
?? halo, boleh tanya ada yg tau cara jernihin/tajemin kamera pake apa ga ya? I'm using sumsang A32, pecah² kalo buat zoom in pas ngevideo. Thanks;C
?? halo gais, mau nanya ada yang pernah ke psikolog ga? kalo daerah jakarta dimana yaa? terus bisa pake bpjs ga? kalo bisa pake bpjs gimana caranya? makasih yaa hehe (titipan);C
"cw // gigi 

(titipan) Halo, adakah yang memiliki keluhan gigi seperti gambar terlampir? Seluruh perawatan dilakukan oleh koas di bawah pengawasan dokter gigi spesialis. Area jogja ya nanti saya dm, gratis ?? https://t.co/XwraW5wzVR";C
?? halo mentemen, disini ada yg punya small business dan butuh temen diskusi buat ngomongin bisnis? aku ada project untuk mendampingi umkm, jangka waktunya mulai minggu depan sampai minggu aku uas. mekanismenya gampang dan kaya diskusi ngobrol biasa aja perminggunya. yang (cont);C
"?? halo semuanya ada yg mau bantu isi survei buat tugasku ga?klo mau rep ya nanti aku dm &lt;3. makasihhh ????";C
"?? halo gais, aku boleh minta tolong utk bantuin isi kuesioner skripisi ku ga? kriteria nya ini:
1. usia 18 - 28th
2. sedang atau sudah bekerja
3. aktif menggunakan media sosial
kalau ada yg mau bantu isi, bisa rep aja yaa, nanti aku infoin form nya. thankyouu gais smoga (cont)";C
Halo gais, ingin meminta partisipasinya buat ngisi kuesioner ini untuk tugas penelitian. Makasih sebelumnya gais, be happy!! ?? https://t.co/puE0mHfqwe;C
?? nemu anak lucu di anon, klo lewat tl nya halo anak keciil, u masuk base nih! ?? https://t.co/EgqwHZ4P5p;C
?? Halo guys, spill au anime dong Tia! (Ti ti pan);C
?? ?? halo! umur ku 15 dengan tb 145. Kira kira masih ada kesempatan nggak ya buat tambah tinggi? batas nya kapan? ?? boleh bantu kasih tau tips, olahraga, atau makanan apa aja yang dibisa dilakuin buat tambah tinggi?;C
"halo temen-temen, aku lagi nyari responden buat penelitianku, kriterianya:
1. Usia 17-25 tahun 
2. Pernah belanja di live shopee
Ada yg bersedia bantu isi kuisionernya? Ada hadiah total 500k buat 10 orang beruntung!! linknya ada di rep yaa, thank you~ ??";C
"?? titipan
Halo ges ada yang pernah ngerasa burnout di tempat kerja ga? Jadi tiap berangkat bawaannya mau nangis terus, ngatasin stress kerja gitu gimana ya kalo dari kalian, makasih";C
"?? halo guys, ada yang pake laptop ini gak? minta review nya boleh? atau punya rekomendasi laptop 15"" under 10jt? https://t.co/i0OeVxvaD0";C
?? Halo... Ada yang mau bantu like youtube buat tugas sender? Yg mau blh tolong rep ya, nanti sender kirim. Thank you??;C
Halo tolong bantuan nya, (titipan) ?? https://t.co/mZv6ZtuyGn;C
?? halo, mau nanya dong, step sblm pake masker ini itu gimana ya yg bener? cuci muka dulu kah? atau pake micellar water aja? dan step setelah dibilas itu juga gimana ya? karna aku bingung, thank u https://t.co/mEf6UJMEbf;C
?? Halo guyss tolong rekomenin dong koper yang murmer tapi bagus dan awet?? kalo bisa yang ada di syopi yaa thank youu;E
"Gaiss malu bgt?? kan jaringan di rumahku tuh super duper lambat. Awalnya aku nyapa ""haloo kak"" tp pesan itu nggak kekirim kaya loading2 terus. Nah aku kirim pesan lagi ""halo kak ---"" langsung to the point intinya. Trs pas udh dijawab sama adminnya, eh pesan yg loading (cont) https://t.co/gJRXm3S4rQ";N
?? halo ada yg berkenan membantu tugas membuat pemograman php? tia!!!;C
benci bgt sm diri sendiri kalo lg moodswing gin;N
ngerjain tugas banyak kgk masuk akal tenaga gue lngsung abis rasa;N
izin ku benci sang ganti;N
ken ngobrol sama kucing aja capek ngobrol sama manusia;N
bosen banget;N
sekarang udh masa cape harap sama manusia mending harap sama allah aja hehe;N
gn everyone sleep well tco;E
aku cewe jg thankyou sebelumnyaa;A
i know ur not okay right now babe but remember that besok pas;C
nyadar orang paling aku butuhin nyata ngajarin aku buat ga butuhin siapa siapa;N
sender nang terus tetangga kost kamar jauh dr sender ngechat gin langsung henti soal kaget nyata kedengeran jauh tco lha;N
sok blagu tau bola katanyatiba jdi fans dadakanpdhl apa salah ak cmn nntn doang and ak ghibain k tmn nya fyi cowo salah yah akusmpe gin bgt pamer sw;N
hai buat kamu baca menfess sender cuman mau ngasih tau besok km bangkit semangat okay suatu semua bakal baik kamu bakal atas   you have done your best for today have a good rest;E
mun aku tahap depresi banget sama soal aku ga pernah ngerjain soal ide ga dapet banyak apa latih tetep aja ujung gabisa aku coba ajar awal tetep aja kalau ngerjain soal gabisa waktu aku cuma tinggal bulan aku gabisa cont;N
cowoku dulu pernah kegep ngepap cewe terus kemaren ngelike snapnya cewe jg punya cowo tp friendly siapa tu nguras tenaga bgt yaa;N
pikir w penuh banget ken dikeluarin gaada diajakin ngobrol takut kira oversharing ngeluh mulu;N
cape kerja buka hp lgsg nang tco;N
kepala berisik banget yaa;N
gais udah usaha baik tetep aja kurang;N
aku sama ex crushku aku move on beda kelompok buat pagelaran aku sama sama sama jadi keyboardist emang udah pro aku baru ajar jiwa competitive aku gamau kalah sama jadi aku pesimis takut jadi jelek;N
guys aku akhir gabisa nang kek nahan gitu pdhl aku sedih bgttt blm lega klo blm nang;N
pagi adik kakak om tante cing;E
ngerjain tugas gak buka google krn cuma punya kuota sosmed main twitter bilek tco nuazpvhnsw;N
guys rasa punya temen banyak gimana deh ak penasaraaannn;N
cowok temenku nanya sifat karakter temenku aku aku gatau jawab apa mending gimana ngeyel ken tau sifat cewenya aku aku udah bilang cari tau sendiri tetep ngeyel;N
gue jadi tempat cerita gua pendam banyak cerita ken gua ceritain gatau siapa ahaha;N
hai teman jangan tidur teman;C
gue katain jelek sama temen cowo gue emang tu anak satu;N
kacau kacau ngerjain tugas dengerin lagu cas;N
seruu bgtt tauu kalo misal smaa bestie ngobrol nya positif seruu engga ghibah n ga bicarain cowok doank;E
somg that make you miss the relationship you never had;N
i miss my almost lover engga kuat tadi nang;N
i feel so bad for my self;N
pagi semua;E
all met beraktifitas hari kamis bwat km yank manis tco myvvl;E
kata usaha enggak menghianati hasil nilai pas ku jelek banget padahal aku ajar sampe malem;N
semuaaa hari sender ulang tahun pas bgt uji doain smoga lancar yaa hv a nice day guyss;E
nyata laku positif suka yaa walaupun sederhana;A
cw tik tok ngeri org pinter disalahin mulu tco;N
iyh yh mrasa insekur tco;A
time to shinee hc haechanie wattayo kl taeil sm jungwoo ak mreka ngomong apa;E
classmeet buat apa coi mending libur;N
sedih kalo liat papa sender tiba tiba kena sakit stroke rasa kayak jadi cepet banget gak nyangka mau gimana semua udah jadi nerima kan;N
hari sabtu lama banget udah muak sama pas;N
haloo no salty tp aku mau nanya sini pake ip pro aku mau beyi tp maju mundur kata cepet panas tp aku mau denger langsung penggunanyaa kalau kasi saran baik aku beyi ip pro segi tahan lama cont;O
berapa tahun d makasih banyaaak maaf kalo kata salah yaaah;O
ngilangin kuning tas tuh gimana sih guyss tas bahan kaya kain gitu;O
cwe under liat ootdnya liat tinggi sender nyari referensi;O
gin padahal udah diupdate tco;O
met jgn mam bnyk;E
kasih saran dong gimana biar ngejauh ga chat mulu sama minta main jujur bapek engga risih iya;O
au inggris ga spill;O
mi ni mal li ma ka ta tco qaz;O
klo baca buku inggris ningkatin skill tulis ga sebener nya baca nya nulis nya ga;O
pagi enak galau tco iwpdhvdywo;O
kalian pas brp hari guys;O
komplot begal tco;O
barusan gempa guys stay safe semua;C
gempa ga sih;O
rekomendasi bento cake lucu dong;O
bikin corat coret punya qr code brush ibis warna auto gradasi gitu gaakk tia;O
saran timbang digital badan kalian pake ngga mudah error dong guys punya sender baru pakai bulan dah error mau gantiii terus mending baterai usb;O
dengerin oceans engines nya nik buah seni galau diri;N
suka sebel ga sm org ngomong tuh lelet gitu kata per kata jd emosi sndiri;N
when you lost someone bingung mau ceritain random siapa bingung mau kirim foto sama video kucing lucu siapa mau kirim orang i already annoying to him d;N
gempa asa sampe depok ga si gais;O
mau bantuin isi padlet ultah buat temenku ngga beda kota ni gabisa ngasih surprise langsung klo mau aku dm linknya jangan open dm makasii;O
bnrnya jg tco;A
guys bahasa inggris jadi lebih siap uji apa yaaa;O
aku make concealer somethinc shade sand kalo esqa shade truffle apa pancake yah ken ganti soal heheheh;O
seru terus bagus bangeeet nyesel baru nonton saranin sejening gin dong nyata seru nonton orang pinter sharing sharing tco xvilxyfznf;E
orang ngatur admin serah adminnya lah mau ngapain twitter semua bebas gua sendiri ngga peduli kalau mrpk strategi partai biar pilih milu krn adminnya emang asik kok tco hahymxrtsh;O
ciwi ciwi kalian workout kalo red days hari workout ga libur dulu;O
leeseo ive mirip jedar apa gue doang ngerasa;O
halo aku mau tanyaaku udah sakit pinggang kiri bawah bulan sakit sampe kaki chat halodoc kata kena saraf tp kemarin konsul klinik tes urine ktnya infeksi salur kemihmau tnya kalo infeksi salur kemih smpe sakit kaki kahmungkin sini cont;O
dokter tau mslh kaki sakit bgt rasa;O
sick and tired;N
tangan kalian pernah gksih gatel kek gatelnya klo garuk jd agk panas gtu pls help gimana biar ga gatel lg btw jd agk lenting gtu dikit tco uokte;O
guys kira bagus mana buat anak sma biar sampe kuliah rekomendasi terima kasih tco dunw;O
cara biar twit tulis kayak gitu gimana tco flpxngskeg;O
mau nonton dimanaaa tco aakjrgycmk;O
tbtb pikir tahun kemaren ak ganti chairmate sampe kali dlm tahun apa aku bikin gnyaman chairmate akhir tu ky paksa karna mau naik kls abis naik kls lgsg pindah sekolah;N
self rewardku tiap minggu pas sabtu naik ojol biar cepet sampe rumah biasa macet an naik angkut umum kalau kalian;O
gais mau nanya kucing jamur gimana btw meng sekolah tco ypigvtclyp;O
dongg hehe tia tco;O
iri iri iri iri iri iri iri iri;N
sekarang apa apa kaya standar cantik chindo sender jalan sama temen cowo ngomongin chindo sama sama;O
mwt https tco fjq;E
mau tanya dong kalian umur pake skincare dr gak dipake org dewasa gas formula nya ngaruh kulit ga terimakasih;O
sender bu rencana mau jual kira jual apa banyak minat tia;O
orang ga pernah pacar tbtb pagiini ad blg kamu milik aku gwe hrus apa;O
rill tco;O
titip tolongin guys gimana tco;O
guys mau nanya kalo mau buat atm mandiri tuh kudu nginstal app livin dulu ga usah bank dulu kalo uda daftar baru bank nya emang gitu;O
pliss tolongin senderr panik bgt huhuu jadi aku kan bikin surat confess gtu crushku nah sender abis mandi cari tu surat g curiga baca kakak ortu aku mesti gimana ntarrr;O
classmeet mending turu rumah;N
aneh gak tco dydkkwbhdx;O
abis debat ama ortu perkara uang aku baru kasih uang bilang ngga syukur padahal aku butuh udah bulan lalu bilang ngga tau diri lah padahal udah telat banget ngasih uang udahlah cape aku jadi anggur disalahin mulu ngga cont;N
protes;N
bantuin sender nyari desain tunik simpel buat jahit dong bentar udah disuru motong kain tpi sender dapet inspirasi;O
how to speak fluent english serious answer only a thread;O
sgt kece bkan tco tjwxfb;E
mau nanya kan kata jaring mau mati ganti kartu gimana benar mati jaring internet kartu;O
saran gais tco jrf;O
capek tau tco vfi;N
cw rp roleplayer guys is it okay if i use kim garam ex le sserafim for my chara i miss her;O
aku bukan mau ikut aku erti ekonomi keluarga;C
cw food jadi sender beli ayam md kemarin soal pingin makan kriuk rencana makan nah hari kulit melempem cara biar balikin kriuk kriuknya gmn thankyou;O
iya soal aku ngga kerja suruh rumah aja kaka aku nganggur lebih tahun tetep kasih uang saku ngga nuntasin skripsi aku minta uang buat bootcamp sama beli laci buat baju lebih rumah biar ngga beranta apa daya cont;A
ngga jadi debat deh urus ama ortu aku skripsi dulu nyari duit sendiri emang cuma aku magadir rumah udah ngga kerja ngga minta uang emang pantes kok disaltyin aku tco todsqzdtbp;O
hari kamis tco inidyz;O
guys kirim foto ktm buat jadi timses cakabem aman ga sih takut wkwk;O
cuci piring kerja rumah paporit akuhh ceunah tco;O
dri kmarin guru gue kgk masuk kelass mlu dhh dri ampe pulang sekolah jamkos mulu;N
ttd digital terus stempel gak apa ttd basaah;O
tutup akhir tahun mau sharing dong apa masalah berat umur kalian sekarang bagaimana kalian keluar masalah sebut apa hikmah balik semua mungkin jadi ajar buat sender lain cont;O
makasih udah tahan jauh yaa kamu hebat terima kasih;E
kalian pernah ga sih kalo ngerjain soal tuh ga pd sama jawab sendiri padahal bener poko ngeliat jawab orang paling pinter kelas dulu baru lega jadi kaya gantung gitu;O
halo minta saran pilihin buku sini sender bingung mau milih kado ultah buat diri sendiri bulan depan kalau pernah baca jg kasih ripiu nya makasih https tco dprbero;O
kalo mau malang enak bawa budget berapa exclude inap soal rumah nenek;O
knp sptfy malah gak munc lirik pdhl update putar lagu lirik;O
misal temen sender post tiktok trs likes gak sender liat siapa aja like video kaya ig gt sori gaptek baru;O
duduk antri puskesmas trs cewe liatin terus apa samperin aja terus colok mata;O
udah ngegacha kali td gacha sekali yay nay;O
drop last chat with your mom;O
kelas gue dengerin lagu pake speaker ketawa gebrak meja teriak teriak rameee bangett ampe pusing dengernya;O
mau ngasih ig aku mutual lawan jenis udh lama kenal lama kok takut aku gendut gak cakep takut illfeel trs gamau teman lg sama sender;N
dilakukam orang tua profesional tco yfufkccdj;O
beda senar gitar nikel ukur sama asa banget ga soal gitar putus mau beli ofc store tinggal ukur pas browsing banyak nyaranin ukur aku mula btw;O
kalian punya kenang apa waktu usia tahun kalo sender nang gara rebut pop icebasreng sama abang btw bantu upp yukk anak susah buat dar makan sekolah tco;O
ken cpt lulus sekolahhh gue udah muakk bgt ketemu orang ituu aaakkkh benci bgt;N
cara hilang ngantuk tidur apa;O
halo kenan bantu like postan tugas aku ig aku dm thank uu;O
risih dichat gin nomor ga kenal emg nomor wa kalo beli olshop sebar jaman sekarang tco;N
meme gambar kucing dong guys tia;O
sender tugas pkwu bikin undang nah sender bingung mau kasi nama siapa mempelai kasih saran dong nama bagus nan estetik cwo cwe;O
cw luka minggu lalu kaki kena knalpot motor so far ga aku kasih apa apaa trs tbtb gelembung air nya gelembung air pecah kena gesek celana trs jadi kaya pict gatel bgt dipakein salep obat apa tco zxlvzt;O
clinic barcode nya udah ready;O
hi gimana hari;E
mau nanya dong face id dipake buat ngelock galeri gas jd kalo mau buka galeri photos pake face id gitu tco jegaykqz;O
ayo beri tau aku masukin lagu rock apa tco;O
gais download jurnal internasional gratis tu dmna yaa butuh bngt buat tugas uas huhuhu;O
apple music aku kan abis lama kalo aku masukin redeemcode bakal angus ga tco iqxwq;O
cinta cinta alas;O
siapa tahu ken nyimpen tco var;O
minta bantu gais paham per burung biru tco;O
kalian nonton ga tco;O
gais sender udah kelas sma punya skincare rutin mauuu bgt skincarean buat sehat kulit pake ss fw mz selalu jerawat detox emang ga cocok yaa beberapa hri udah pake fw garnier scrub muncul jerawat cont;N
kalian saran produk pas biasa dipake makasih banyak;O
nonton piala dunia dimanaa yow;O
mantan pernah dedikasiin lagu dawin dessert buat gue apa muka gue lihat kotak wadah bittersweet;N
yt bahas soal dunia pararel ga sih klo bahas nntn gtuan bgt pdhl percaya ga percaya wkwk;O
kalian bakal isi berapa tco;O
kalian aku wajar ngga sih kadang marah bt kalau tinggal tidur sama pacar masalah uda sering banget kadang hari tidur emang pelor sih aku awal oke cuma waktu aku lg feeling down aku butuh kadang cont;O
ngga krn tidur jadi aku feeling lonely kalau aku mau marah aku ngerasa gaenak;N
kalo ngetweet komunitas terus jbjb masuk mentab gak;O
peta topografi tuh sama aja kyak peta miring lereng ga sih;O
terkadang ketidaktahuan tetap jadi ketidaktahuan;O
mau meme kepala ledak gak;O
spotify error;O
at a payphone;O
ajar nguasain materi gw selalu ridi ulang tco bnlgtn;N
kalo gaada uang ga punya temen deket mau pulang waktu habis jalan jam nunggu kelas ngapain enak sender udah bosen nongkrong depan indomaret pustaka bosen tco rogibddbnu;O
aku hari ultah;O
forget to drink water guys aku ku kerja jam paling minum tuh teguk aja dlm hari kadang malah gak liat minum sama sekali imun gak kuat jd sakit;C
basreng kantin sekolah gueee enakkk bangettt garing pas engga keras rasa daun jeruk nya asa tco ibrquc;E
yah nama hidup kadang kidding;N
baru tau whatsapp sekarang avatarnya tco;E
panggil ky gin tu darimana apa modus tipu baru tadi telpon nomerku terus tco;O
solo trip jogja wdyt aku cewe;O
jjur ak gedeg bgt sm orang kerja gk sbrapa tp istirahat lama bgt kek soal ak bayar pake berlian ni maap maap aje trus kalo ak telat ngasi kerja gamau panjang jam kerja nya tco rdvu;N
tunjukkin chat nice try kalian dong ken liat teman juang ku;O
please help me choose tia tco oal;E
cara nyari info magang dmn;O
kertas biasa nemu yaa;O
w kan beliii sikat bulu mata yhaaa trs dateng banyak tuh emg pake lgsg buang apa gmana tco btas;O
gais blackpink teh punya lagu bahasa sunda temen aku denger musik meuni heboh make handsfree pas aku tanya denger musik apa bilang blackpink judulna ti pager;O
gua m dighosting sama f padahal udah deket bulan an f pernah ngeghosting sini kalo izin aku ketuk dm nya ken cerita sama nanya insight terima kasihh;O
kalian ga udah ga minat sama banyak kayak udah capek aja gitu;O
emang mia khalifa beneran udah tobat;O
mau suprise temenku virtual kata kalian cuekin hari pas ucapin ultahnya gimana gais no zoom gmeet yaa;O
klian pake moist sk ngame ngga buat ngurangin bruntusan sender maju mundur mw beli makasii;O
cara biar smngtt idup gmn yahh loyo bgtt asa;N
baru tau spotify lirik di translate bahasa indonesia tco;O
mau pict se vibe sama dongg tco cus;O
guys meme jenis gin dong tco xlpguxpt;O
ken survei rerata usia folls convo kalian tahun usia berapa;O
game offline seru apa aja guis;O
mo tanya aja kalian pernah gak ngerasa sama orang siapa pacar bestie kalian ngerasa jadi banyak baik dateng kalian gk selalu kyk aja gitu baik jadi bilang life savior lebih sih cuman kek gatau cont;O
dakh knp yh;N
aku rencana mau be yi hp bingung ip mini kalo make ip mini liat mirror selfienya ga aku mau bandingin soal makasihh;O
reapply sunscreen ga cuci muka dlu gpp;O
akun nya ijo bantu tag joelwafies tia;O
kl buat nugas kira jajan apa indoapril saran tia;O
kalian pernah ga sih nemu orang kaya gin jadi si a punya pacar si b punya pacar si a sama si b macam fwban kalau begini tuh kok;O
ges kl order mekdi mesin pake voucher app ga sih kl cara gmn;O
kalo ngelike playlist orang tau ga;O
guys inituh app spotitats kalo aku click delete my account app spotify bakal tia tco vzk;O
pas liat nilai jelek pas tau kelas ridi semua tco;E
rekomendasiin kuliner malang dong mau aku masukin list buat libur kesana;O
tato lutut sakit bgt gak;O
hai sini tiktok affilate kalo mau tanya dong aku mau coba tiktok affilate aku new bie;O
matmin sama gk ridi sama tco;O
klean nyalain notif mutual ga sini sejak kapan kalo berani tag dong orang;O
guyss kan aku tugasnah nilai nya liat dr like dipostingnya jadi mau minta bantu like nyaa link nya aku share by dm yaaa tia;O
guys aku kaget bgt nyata aku lama jadi selingkuhannyaa wkwkwk udh pcran sm cweknya hampir lebih ngaku jomblo pdhl pas aku stalk ignya haeduh gws buat cwok skrng jahat bangett lngsng aku cut off blokir semua;N
markicob unik apa sih sampe rekomendasi tco cjnl;O
pake smartfren sinyal nya tiba hilang ga kaya gin padahal tadi aman aja gitu tco;O
guys pernah gin gak kalo wifi nya matiin langsung gk jaring gilir aktifin wifinya sinyal tpi logo telpon gitu cara benerinnya gimana tco;O
minta saran jadi orang asyik selalu rame jb jb in dong;O
ga penting sih tp ni aku mau confess cowo gais mau baca ga aku ken tau kalo orang baca gmn bantu revisi mau ntar aku dm;O
enak main apa yak;O
januari besok tahun aku pake hp pas banget ultah aku jg enak upgrade ga kalian biasa upgrade handphone brp tahun sekali;O
haloo jadi sender baru aja gak sengaja ngehapus semua foto file penting hp permanen cara biar dibalikin gimana plss pusing banget;O
tetep semangat tengah gempur sempro semhas tco gdfce;E
halloo mau bantu ucapin wish padlet buat ultah temenku ga;O
wta nonton film me before you legal mana tia;O
rekomendasi lipbalm warna bibir dongg thx yaa;O
sate pas trnyata sgt enak aku beli dapet tusuk tco;O
wajar gas aku marah sepupu aku soal make barang barang enak bilang aku marah malah bilang lebay pelit;N
kalian pernah ngalamin gasih kalo tiap selalu mual gitu cuma beberapa menit aja ya btw aku nikah ga ngapa;O
guyss kemaren kan w format kartu sd gara ga mindahin file terus abis w format tu kartu sd w ga mau muncul hp pdhl udah w restart hpnya kira;O
ss clinic barcode nya udah ready;O
sakit perut mulu gak sih;O
intinya kalian hati-hati ya guys, btw yang soal cerita penculikan dari bocil itu valid guys, soalnya nyokap sempet mastiin ke ketua rt dan ternyata beneran, jujur serem zaman sekarang ?? https://t.co/ZbyutTHIFl;C
?? CIAHHH dibisikin “hati hati” waktu papasan di jalan pulang aja salting brutalllll WKWKWKWKWK dasar aku;C
?? guys hati-hati ya, sender hampir aja kena tipu dari akun bodong yang nyamar gojek. kalian kalau mau nyampaiin keluhan lihat dulu ya akunnya official atau enggak takutnya nanti kejadian kayak sender hampir kena tipu dari akun @/4soundis4ounds https://t.co/VBBDoq7xlT;C
guys kalian yang suka komentarin mereka mulai sekarang harus lebih hati-hati ya. soalnya kemaren sempet baca gitu, katanya kalo kita nyerang rizky billar dan lesti ngomentari hidup dia mau dicari siapa yang cinta pada nabinya pasti bahagia dalam hidupnya. ??;C
?? bikin planner ternyata seru juga ya, kalian harus cobain deh, jadi semangat untuk ngikutin jadwalnya ???? https://t.co/N6zkWxmFoO;E
?? rakyat kelas 12 apakah kalian masih semangat??? sender uda lemezzz bgtzz soalnya;E
"titipan

minta semangat nya yaa ?? https://t.co/2RmyCwt0yv";E
"?? kalau ada edaran vaksin ataupun imunisasi semangat banget, soalnya suka disuntik ?? 
Siapa yang suka jugaaaa???? ?? https://t.co/TtkwWJXDxU";E
?? Selamat pagi ya guys, semoga hari ini aku dan kalian dilancarkan segala urusan dan rejekinya. Amiin . Ayok semangat ??;E
?? tolong kasih semangat buat aku dong, soalnya baru 1 februari udah gini aja, ldr emg sesusah itu ya?  ?? https://t.co/TWdDFRp7Y5;E
?? pagii semoga kegiatan hari ini berjalan lancar hehehe, semangat ya??;E
sender udah kuliah, tapi random kangen sama notif ltmpt deh, soalnya dulu notif ltmpt selalu dinyalain biar engga ketinggalan info. bahkan sender matiin itu notif pas udah kuliah, karena lupa bukan anak sekolah lagii, btw semangat ya adik-adik pejuang ptn ??;E
?? Januari tahun ini dah mau habis aja dan masih belom ada pergerakan, semoga bulan berikut nya kita lebih ada kemajuan dr ini yah, semangat https://t.co/SkvtJDVeSd;E
?? semangat sayang!;E
?? tips kerja bidang cs biar ga gila dong guys. Sebenernya emang resiko kok ketemu cust aneh dan rude atau bahkan jahat tuh. Tapi mereka kenapa ya kayak gitu?? orang mah berlomba2 nabung pahala, mereka malah semangat nabung dosa. Your attitude shows your quality as human (cont);E
?? nangis soalnya temenku hari ini pamit keluar kerja haha aku sendirian lagi padahal dia baik banget sama aku pls ga rela tapi gimana lagi :( jadi ga semangat kalo kerja lagi ga kek dulu;E
?? Tolong kasih semangat dong sender lg  period ini sumpah perut sama pinggang belakang sudah gx karuan ??  tp harua tetep kuat buat kerja + belajar. Sender jomblo jd minta semangatnya disini??;E
bismillah, rezeki ga akan kemana. semangat guys!! ??;E
?? Semoga hari Senin mu semangat https://t.co/qAB5fEFr2E;E
?? denger ortu ribut pas lagi sholat subuh is another level of pain, skrng jadi gak semangat buat sekolah pls :(;E
?? semangat buat semuanya, jangan lupa sarapan sama minum air putih yg cukup ya. have a nice day fellas ????;E
selamat sahur buat yg puasa, semangat puasanya, semangat juga buat hari ini. semoga dilancarkan harinya yaa ??;E
?? tolong beri sender semangat agar tidak mengumpat pada teman sekelompok sender yang suruh cari materi trs beneran ngirim materi copasan dari google yg bener² copas dan acak²an giliran disuruh perbaiki malah ga aktif WAnya ????;E
Kita lagi ga ngobrol bukan berarti kita asing, melainkan masing-masing dari kita mempunyai tanggung jawab yang harus di selesaikan. Tetap semangat ya~ suatu saat kita ngobrol canda tawa lagi, i still waiting for it ??;E
